goals,assists,player.name,pass_accuracy,year,market_value_eur,goal_contribution,performance_trend,form_last2yrs,sentiment_score,value_change,value_growth_rate
-0.9932659166648445,0.08032193289024991,Frank Mohammed Sinclair,0.12295460658191737,2006,-1.0841190291548612,-0.5487114331450125,0.0,1.0,0.7845,-200000.0,-0.4
-0.9932659166648445,0.08032193289024991,Frank Mohammed Sinclair,0.12295460658191737,2007,-1.108614896150565,-0.5487114331450125,0.0,1.0,0.7845,-150000.0,-0.5
2.412217226186051,2.008048322256247,Fredrik Ljungberg,0.9260810346506034,2004,1.1531701564527508,2.916834460402434,0.0,0.0,0.7845,0.0,0.0
2.412217226186051,2.008048322256247,Fredrik Ljungberg,0.9260810346506034,2005,1.6430874963668265,2.916834460402434,0.0,6.0,0.7845,3000000.0,0.2142857142857142
2.412217226186051,2.008048322256247,Fredrik Ljungberg,0.9260810346506034,2006,1.1531701564527508,2.916834460402434,0.0,6.0,0.7845,-3000000.0,-0.17647058823529416
2.412217226186051,2.008048322256247,Fredrik Ljungberg,0.9260810346506034,2007,0.22232721061600708,2.916834460402434,0.0,6.0,0.7845,-5700000.0,-0.40714285714285714
-0.9932659166648445,0.08032193289024991,Gary Naysmith,0.3030228428614171,2004,-0.8064992032035517,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Gary Naysmith,0.3030228428614171,2005,-0.8554909371949593,-0.5487114331450125,0.0,1.0,0.7845,-300000.0,-0.15000000000000002
-0.9932659166648445,0.08032193289024991,Gary Naysmith,0.3030228428614171,2006,-0.9044826711863668,-0.5487114331450125,0.0,1.0,0.7845,-300000.0,-0.17647058823529416
-0.9932659166648445,0.08032193289024991,Gary Naysmith,0.3030228428614171,2007,-0.8881520931892309,-0.5487114331450125,0.0,1.0,0.7845,100000.0,0.0714285714285714
2.412217226186051,0.08032193289024991,Gilberto Aparecido da Silva,0.806797561701171,2004,0.33664125659595806,1.5306161029834553,0.0,0.0,0.7845,0.0,0.0
2.412217226186051,0.08032193289024991,Gilberto Aparecido da Silva,0.806797561701171,2005,0.1325090316317599,1.5306161029834553,0.0,4.0,0.7845,-1250000.0,-0.13888888888888884
2.412217226186051,0.08032193289024991,Gilberto Aparecido da Silva,0.806797561701171,2006,0.17333547662459953,1.5306161029834553,0.0,4.0,0.7845,250000.0,0.032258064516129004
2.412217226186051,0.08032193289024991,Gilberto Aparecido da Silva,0.806797561701171,2007,0.5407734815601563,1.5306161029834553,0.0,4.0,0.7845,2250000.0,0.28125
0.14189513095212064,-0.8835412617927486,Harry Kewell,-0.7304122523078806,2004,1.7737321203439134,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Harry Kewell,-0.7304122523078806,2005,0.7612362845214903,-0.5487114331450125,0.0,1.0,0.7845,-6200000.0,-0.348314606741573
0.14189513095212064,-0.8835412617927486,Harry Kewell,-0.7304122523078806,2006,-0.058558730934729596,-0.5487114331450125,0.0,1.0,0.7845,-5020000.0,-0.4327586206896552
0.14189513095212064,-0.8835412617927486,Harry Kewell,-0.7304122523078806,2007,-0.46519012306341234,-0.5487114331450125,0.0,1.0,0.7845,-2490000.0,-0.378419452887538
0.14189513095212064,-0.8835412617927486,Hernán Jorge Crespo,-1.5696868144453715,2004,0.4999470365673166,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Hernán Jorge Crespo,-1.5696868144453715,2005,1.3164759364241092,-0.5487114331450125,0.0,1.0,0.7845,5000000.0,0.5
0.14189513095212064,-0.8835412617927486,Hernán Jorge Crespo,-1.5696868144453715,2006,1.1531701564527508,-0.5487114331450125,0.0,1.0,0.7845,-1000000.0,-0.06666666666666665
0.14189513095212064,-0.8835412617927486,Hernán Jorge Crespo,-1.5696868144453715,2007,1.4797817163954678,-0.5487114331450125,0.0,1.0,0.7845,2000000.0,0.1428571428571428
0.14189513095212064,-0.8835412617927486,Ioan Viorel Ganea,-0.005665562189152293,2004,-0.8865190353895174,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Ioan Viorel Ganea,-0.005665562189152293,2005,-0.9338777115812114,-0.5487114331450125,0.0,1.0,0.7845,-290000.0,-0.1920529801324503
0.14189513095212064,-0.8835412617927486,Ioan Viorel Ganea,-0.005665562189152293,2006,-0.9518413473780608,-0.5487114331450125,0.0,1.0,0.7845,-110000.0,-0.0901639344262295
0.14189513095212064,-0.8835412617927486,Ioan Viorel Ganea,-0.005665562189152293,2007,-0.9583735785769151,-0.5487114331450125,0.0,1.0,0.7845,-40000.0,-0.036036036036036
0.14189513095212064,-0.8835412617927486,Jamie Redknapp,1.0232957879794136,2004,-0.26269095589892777,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Jamie Redknapp,1.0232957879794136,2005,-0.5615405332465139,-0.5487114331450125,0.0,1.0,0.7845,-1830000.0,-0.3433395872420263
0.14189513095212064,-0.8835412617927486,Jamie Redknapp,1.0232957879794136,2006,-0.7248463132178724,-0.5487114331450125,0.0,1.0,0.7845,-1000000.0,-0.2857142857142857
0.14189513095212064,-0.8835412617927486,Jamie Redknapp,1.0232957879794136,2007,-0.6970843306227414,-0.5487114331450125,0.0,1.0,0.7845,170000.0,0.06800000000000006
-0.9932659166648445,0.08032193289024991,Jody Craddock,-0.6791675368449409,2009,-0.7705719316098528,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Jody Craddock,-0.6791675368449409,2010,-0.8424264747972505,-0.5487114331450125,0.0,1.0,0.7845,-440000.0,-0.19819819819819817
-0.9932659166648445,0.08032193289024991,Jody Craddock,-0.6791675368449409,2011,-0.9159140757843619,-0.5487114331450125,0.0,1.0,0.7845,-450000.0,-0.2528089887640449
-0.9932659166648445,0.08032193289024991,Jody Craddock,-0.6791675368449409,2012,-1.0606029968389856,-0.5487114331450125,0.0,1.0,0.7845,-886000.0,-0.6661654135338346
-0.9932659166648445,1.0441851275732486,José Antonio Reyes Calderón,-0.24901116617062288,2004,3.945698993962982,0.14439774556447688,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,1.0441851275732486,José Antonio Reyes Calderón,-0.24901116617062288,2005,2.4269552402293475,0.14439774556447688,0.0,2.0,0.7845,-9300000.0,-0.2990353697749196
-0.9932659166648445,1.0441851275732486,José Antonio Reyes Calderón,-0.24901116617062288,2006,1.332806514421245,0.14439774556447688,0.0,2.0,0.7845,-6700000.0,-0.30733944954128445
-0.9932659166648445,1.0441851275732486,José Antonio Reyes Calderón,-0.24901116617062288,2007,1.2838147804298377,0.14439774556447688,0.0,2.0,0.7845,-300000.0,-0.019867549668874163
-0.9932659166648445,1.0441851275732486,Kieron Dyer,0.4059189778782736,2004,1.4797817163954678,0.14439774556447688,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,1.0441851275732486,Kieron Dyer,0.4059189778782736,2005,1.1531701564527508,0.14439774556447688,0.0,2.0,0.7845,-2000000.0,-0.125
-0.9932659166648445,1.0441851275732486,Kieron Dyer,0.4059189778782736,2006,0.4999470365673166,0.14439774556447688,0.0,2.0,0.7845,-4000000.0,-0.2857142857142857
-0.9932659166648445,1.0441851275732486,Kieron Dyer,0.4059189778782736,2007,0.3693024125902298,0.14439774556447688,0.0,2.0,0.7845,-800000.0,-0.07999999999999996
0.14189513095212064,-0.8835412617927486,Kolo Habib Touré,0.7997628050117593,2005,0.05085614164608062,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Kolo Habib Touré,0.7997628050117593,2006,0.4999470365673166,-0.5487114331450125,0.0,1.0,0.7845,2750000.0,0.3793103448275863
0.14189513095212064,-0.8835412617927486,Kolo Habib Touré,0.7997628050117593,2007,2.051351946295223,-0.5487114331450125,0.0,1.0,0.7845,9500000.0,0.95
0.14189513095212064,-0.8835412617927486,Kolo Habib Touré,0.7997628050117593,2008,2.2963106162522604,-0.5487114331450125,0.0,1.0,0.7845,1500000.0,0.07692307692307687
-0.9932659166648445,0.08032193289024991,Laureano Bisan-Etame Mayer,1.1633488606412459,2004,-0.3165818632894761,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Laureano Bisan-Etame Mayer,1.1633488606412459,2005,-0.038962037338166576,-0.5487114331450125,0.0,1.0,0.7845,1700000.0,0.3400000000000001
-0.9932659166648445,0.08032193289024991,Laureano Bisan-Etame Mayer,1.1633488606412459,2006,-0.07162319333243827,-0.5487114331450125,0.0,1.0,0.7845,-200000.0,-0.02985074626865669
-0.9932659166648445,0.08032193289024991,Laureano Bisan-Etame Mayer,1.1633488606412459,2007,-0.15327608331811754,-0.5487114331450125,0.0,1.0,0.7845,-500000.0,-0.07692307692307687
0.14189513095212064,-0.8835412617927486,Laurent Robert,-1.7343206304723426,2004,0.6632528165386751,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Laurent Robert,-1.7343206304723426,2005,0.17333547662459953,-0.5487114331450125,0.0,1.0,0.7845,-3000000.0,-0.2727272727272727
0.14189513095212064,-0.8835412617927486,Laurent Robert,-1.7343206304723426,2006,-0.05529261533530243,-0.5487114331450125,0.0,1.0,0.7845,-1400000.0,-0.17500000000000004
0.14189513095212064,-0.8835412617927486,Laurent Robert,-1.7343206304723426,2007,-0.7248463132178724,-0.5487114331450125,0.0,1.0,0.7845,-4100000.0,-0.6212121212121212
0.14189513095212064,-0.8835412617927486,Louis Saha,-0.19562765760488798,2004,1.806393276338185,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
0.14189513095212064,-0.8835412617927486,Louis Saha,-0.19562765760488798,2005,1.3981288264097886,-0.5487114331450125,0.0,1.0,0.7845,-2500000.0,-0.13888888888888884
0.14189513095212064,-0.8835412617927486,Louis Saha,-0.19562765760488798,2006,0.8265585965100336,-0.5487114331450125,0.0,1.0,0.7845,-3500000.0,-0.22580645161290325
0.14189513095212064,-0.8835412617927486,Louis Saha,-0.19562765760488798,2007,0.9898643764813922,-0.5487114331450125,0.0,1.0,0.7845,1000000.0,0.08333333333333326
-0.9932659166648445,0.08032193289024991,Michael Brown,0.9606633579691518,2004,-0.8064992032035517,-0.5487114331450125,0.0,0.0,0.7845,0.0,0.0
-0.9932659166648445,0.08032193289024991,Michael Brown,0.9606633579691518,2005,-0.6431934232321932,-0.5487114331450125,0.0,1.0,0.7845,1000000.0,0.5
-0.9932659166648445,0.08032193289024991,Michael Brown,0.9606633579691518,2006,-0.6921851572236007,-0.5487114331450125,0.0,1.0,0.7845,-300000.0,-0.09999999999999998
-0.9932659166648445,0.08032193289024991,Michael Brown,0.9606633579691518,2007,-0.7248463132178724,-0.5487114331450125,0.0,1.0,0.7845,-200000.0,-0.07407407407407407
